epoch,train_loss_total,train_count_mae,train_loss_ce,train_loss_bbox,train_loss_giou,train_loss_query,val_loss_total,val_count_mae,val_loss_ce,val_loss_bbox,val_loss_giou,val_loss_query,val_mae,val_rmse
1,1.106430703733879,17.73380705110686,0.3372878699739737,0.03190924926913193,0.30479829435458955,0.0,1.1087006729322124,17.199066874027995,0.3867921052561438,0.025996269854466382,0.2959636092927556,0.0,17.199066874027995,72.52517126186595
2,0.8794638096398426,12.834107679693906,0.257666450329207,0.020814712641668568,0.2588618979057545,0.0,0.9853866447696048,17.263608087091757,0.3514438756073689,0.02061844797273388,0.2654252640416333,0.0,17.263608087091757,68.86416295394007
3,0.8282273761412914,11.679420606723149,0.2404907495779088,0.018782929688117875,0.24691098878156556,0.0,0.9406261100762554,16.685847589424572,0.30678509117243885,0.019794974369641456,0.2674330732441894,0.0,16.685847589424572,67.87362467781672
4,0.8041132474229061,10.606449849685706,0.24135099944286678,0.01740125520498448,0.23787798584281306,0.0,0.9207092732955842,16.707620528771383,0.31355189197481026,0.01821599196400754,0.25803871069850853,0.0,16.707620528771383,67.5479669439293
5,0.7806840568748319,10.54550423613009,0.23388022048078685,0.016525064654730772,0.2320892561199594,0.0,0.9515420240618022,18.2099533437014,0.343509865560126,0.01878459476300951,0.2570545926493119,0.0,18.2099533437014,73.21313609623003
6,0.7593859239708175,10.478819349549058,0.22682010816431994,0.01569275753091523,0.22705101398544972,0.0,0.9122740463303,16.698289269051322,0.3117369041108442,0.018435424837916742,0.2541800085426211,0.0,16.698289269051322,65.91023161403122
7,0.7514826833151116,9.8551516807871,0.22712893717383964,0.015329679926278553,0.22385267319270222,0.0,0.9261838709747253,19.34447900466563,0.3323208339828609,0.01763100426464485,0.25285400767719396,0.0,19.34447900466563,72.98915000643944
8,0.7451312312478086,9.64416507242416,0.2235294910189529,0.015053903516412523,0.22316611139549197,0.0,0.90490362943841,16.776049766718508,0.3200957805427742,0.017498828452601912,0.2486568522953876,0.0,16.776049766718508,65.43523384940949
9,0.7314857597330223,9.454769062585406,0.20657736016512776,0.015066604332448103,0.22478768916306321,0.0,0.9079629807366554,16.283048211508554,0.3198630648595109,0.01719437334085431,0.25106402490618257,0.0,16.283048211508554,66.9875571649692
10,0.7215003291173984,8.769335884121345,0.21239231208644338,0.01427895835088935,0.21885661243879265,0.0,0.8869892494466219,15.391912908242613,0.29399072116032404,0.017365761451034998,0.2530848597050362,0.0,15.391912908242613,64.81337006626651
11,0.6843341518683198,8.47171358294616,0.20177787313727738,0.012650814445459735,0.20965110324374084,0.0,0.8727525845865254,15.480559875583204,0.30124441289232634,0.01646246531692914,0.2445979220633327,0.0,15.480559875583204,65.20974652604217
12,0.6736377242216487,8.655643618474993,0.1988319658321013,0.012203726011571984,0.2068935640667364,0.0,0.873004818535055,15.227838258164851,0.30581091347215433,0.016394008805940555,0.24261192965261857,0.0,15.227838258164851,64.36757174524662
13,0.6687090501258464,8.748565181743645,0.19808628517929078,0.011980244367879499,0.20536077096162353,0.0,0.8678211826442931,16.131415241057542,0.3002343765617706,0.01622930255213037,0.24322014729004254,0.0,16.131415241057542,65.28506101161906
14,0.6622815299438107,8.376878928669035,0.19311052493529815,0.011860733269236578,0.20493366889274814,0.0,0.8712857798159029,15.287713841368586,0.3030917611141598,0.01627330721282106,0.24341374164386356,0.0,15.287713841368586,64.5037643421524
15,0.6600084954164627,8.442197321672587,0.19532051111218782,0.01170068991773419,0.20309226773831973,0.0,0.8674092353618534,16.071539657853812,0.2941076201114382,0.016502397924822408,0.2453948130909336,0.0,16.071539657853812,64.73917041965547
16,0.6571336343566816,8.456955452309375,0.1948337954488457,0.011585396493131707,0.20218642822121394,0.0,0.8688864808176205,16.065318818040435,0.2975597208404882,0.016320159206707117,0.24486298188509226,0.0,16.065318818040435,65.0155143585705
17,0.6532881018970631,8.285323858977863,0.19327041068250736,0.011475180764943483,0.20132089354022503,0.0,0.8659477128211299,16.63452566096423,0.3051875875319965,0.015797953572179283,0.24088517823263794,0.0,16.63452566096423,65.46371259854631
18,0.650983132428079,8.498223558349276,0.19118785097903127,0.011460785043824705,0.20124567828891252,0.0,0.8675450697935202,16.141524105754275,0.2948219439061277,0.01645676830847216,0.24521964150850267,0.0,16.141524105754275,64.4503498006378
19,0.6474769359735004,8.702377698824815,0.18935388780873147,0.011376413767793386,0.20062048955794792,0.0,0.8608880665147471,15.750388802488336,0.29092452852390543,0.016173005152586413,0.24454925632506933,0.0,15.750388802488336,63.634728675650365
20,0.6443238367768674,8.409948073244056,0.1852643341964526,0.011364321159995557,0.20111894821959397,0.0,0.8715854827922944,15.398133748055988,0.3003474795930015,0.016427029327968856,0.2445514286067308,0.0,15.398133748055988,63.82008391110048
21,0.6413394172547879,8.088002186389724,0.18721686978546742,0.01112988702811598,0.19923655623704986,0.0,0.8666227096068915,15.615863141524105,0.2963760257470642,0.016350028030306368,0.24424827084362413,0.0,15.615863141524105,64.59592069512603
22,0.6422526418804373,8.250614922109866,0.19043354102930793,0.01108514318554722,0.19819669251389502,0.0,0.8658407137585836,15.688180404354588,0.299061324342025,0.01617181799475909,0.24296014923399567,0.0,15.688180404354588,64.01256802141853
